"EntryID","LemmaID","Code","YouTube Video","Vimeo Video","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","PercentUnknown","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","PercentUnknown(Native)","PercentGlossAgreement","PercentGlossAgreement(Native)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","SubtLexUSLog10WF","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(N) native","D.Iconicity(Z) native","IconicityType","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","bglm_aoa","empirical_aoa","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Transparency M","Transparency SD","Transparency Z","H index","SignBankID","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","DominantTranslation","SignBankID"
"abbreviate","abbreviate","G_01_040","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/_wkE95JCdTQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","5.444","1.528","0.669","27","0","5.250","1.545","0.566","12","0.00","1","1","2.286","2.088","-0.547","28","","0.301","Verb","467.00","1068.00","601.00","1802.00","","","","","","","","","Arbitrary","0","0","0","1","h","1","im","FullyOpen","0","0","0","Closed","0","DominanceViolation","Straight","Hand","FingerRadial","HandAway","1","DominanceConditionViolation","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","63","682","94","298","1245","381","1051","2010","1509","1694","839","1391","1756","934","448","","","","","SHORT","17","1","17","1","short","SHORT"
"about_1","about","B_02_072","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/3DE8PSJzl7A?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345540445"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","5.480","1.475","0.523","25","0","5.500","1.787","0.518","14","0.00","","","2.067","2.045","-0.324","30","","5.268","Minor","367.00","1068.00","701.00","1869.00","1.36","0.80","31","-0.81","1.36","0.85","22","-0.77","Arbitrary","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","AsymmetricalSameHandshape","Circular","Hand","HandAway","FingerTip","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","162","682","96","11","208","712","1051","2010","1509","1694","0","0","1756","934","448","4","1","0","-0.16","ABOUTix","4","2","4","2","","ABOUTix"
"about_2","about","B_02_003","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/6ZSNX5aiJDs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345536316"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","3.522","1.534","-0.762","23","0","3.417","1.564","-0.794","12","0.14","","","2.133","2.045","-0.309","30","","5.268","Minor","567.00","1502.00","934.00","2269.00","1.90","1.27","31","-0.55","1.86","1.15","22","-0.56","Arbitrary","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","AsymmetricalDifferentHandshape","Circular","Hand","HandAway","FingerTip","1","O","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","61","35","476","682","96","11","208","712","1051","2010","1509","1694","0","0","1756","934","448","4","2","0","-0.16","ABOUTb","4","0","4","0","","ABOUTb"
"absolutely_nothing","absolutely_nothing","J_01_027","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/VKxPTJe9KDk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","2.957","1.821","-0.686","30","0","2.833","1.946","-0.906","15","0.20","0","0","1.500","1.142","-0.788","24","absolutely nothing","","Number","534.00","1001.00","467.00","1502.00","","","","","","","","","Arbitrary","1","0","0","1","flat_o","0","imrp","Flat","0","0","0","Open","1","OneHanded","None","Head","Mouth","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","126","0","416","1222","415","2010","1509","1694","839","1391","812","1790","2276","","","","","ABSOLUTELY-NOTHING	","9","3","9","3","none","ABSOLUTELY-NOTHING	"
"accent","accent","E_01_073","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/0ZVDgqxdF4U?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/346053390"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","3.094","1.594","-0.681","35","0","2.750","1.603","-0.911","15","0.20","","","2.480","2.275","-0.580","25","","2.794","Noun","434.00","1502.00","1068.00","2035.00","","","","","","","","","Arbitrary","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","OneHanded","None","Body","Neck","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","256","16","0","416","712","1051","2010","1215","1694","0","0","1756","934","448","","","","","ACCENT","1","1","1","1","","ACCENT"
"accept","accept","H_02_042","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/lF52G-pHFEk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","5.500","1.072","0.812","28","0","5.786","1.051","1.013","14","0.00","","","2.739","1.573","-0.280","23","","3.430","Verb","367.00","1268.00","901.00","1735.00","","","","","","","","","Arbitrary","0","0","0","1","flatspread_5","1","imrp","Flat","1","1","1","Open","1","SymmetricalOrAlternating","Straight","Body","TorsoTop","NA","1","flatspread_5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","256","87","0","1245","1222","415","532","1509","1694","554","194","812","1790","2276","","","","","ACCEPT","4","1","4","1","","ACCEPT"
"access","access","H_02_086","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/p1dbHjX-IIE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","5.036","1.170","0.527","28","0","5.214","1.122","0.647","14","0.00","","","2.565","1.376","-0.338","23","","3.208","Noun","334.00","1368.00","1034.00","1935.00","","","","","","","","","Arbitrary","0","0","0","1","open_b","1","imrp","FullyOpen","0","0","0","Open","0","AsymmetricalDifferentHandshape","Straight","Hand","Palm","HandAway","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","476","682","210","298","1245","1222","1051","2010","1215","1694","839","1391","1756","1790","2276","","","","","ACCESS","28","6","28","6","","ACCESS"
"accident","accident","B_02_059","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/uMiC6MgRxzg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345540055"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.120","1.833","-0.326","25","0","4.071","1.592","-0.344","14","0.00","","","3.300","2.045","0.263","30","","3.618","Verb","400.00","1101.00","701.00","1635.00","4.07","1.71","31","0.62","3.77","1.80","22","0.50","Arbitrary","0","0","0","1","5","0","imrp","FullyOpen","1","1","1","Open","1","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","1","5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","1222","1051","532","1509","1694","554","194","812","1790","2276","4","1","0","-0.19","ACCIDENT","21","1","21","1","","ACCIDENT"
"accomplish","accomplish","C_02_085","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/VjiH3tFdNOE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345590018"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.467","1.456","0.047","30","0","4.611","1.420","0.024","18","0.00","","","1.963","2.025","-0.398","27","","2.476","Verb","601.00","1201.00","601.00","2002.00","1.77","1.33","30","-0.59","1.67","1.11","21","-0.70","Arbitrary","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","SymmetricalOrAlternating","Straight","Head","HeadAway","HeadAway","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","725","179","342","1245","712","1051","2010","1215","1030","0","0","1756","934","448","3","2","0","-0.17","SUCCEED","31","0","31","0","","SUCCEED"
"accordion","accordion","F_02_048","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/AjArxbE7gPc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","1.737","1.284","-1.423","27","0","1.875","1.458","-1.291","14","0.43","","","6.065","1.611","0.540","31","","1.833","Noun","467.00","1969.00","1502.00","2569.00","","","","","","","","","Pantomimic","0","0","0","1","s","0","imrp","FullyClosed","0","NA","NA","Closed","1","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","s","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","1222","173","2010","1215","1030","0","0","812","934","2276","","","","","ACCORDION","38","7","38","7","","ACCORDION"
"accountant","accountant","A_03_044","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/gCBfJJUAPqk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/344228699"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","3.240","1.832","-0.381","25","0","3.067","1.907","-0.424","15","0.00","","","2.476","2.153","-0.496","21","","2.500","Noun","400.00","1235.00","834.00","1602.00","1.55","0.96","31","-0.90","1.47","0.84","19","-0.89","Arbitrary","0","0","1","2","f","1","i","Curved","0","NA","NA","Open","1","AsymmetricalDifferentHandshape","Straight","Hand","Palm","NA","1","B","0","open_b","1","imrp","FullyOpen","0","0","0","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","476","682","210","0","1245","712","579","2010","1215","1694","0","0","812","1790","2276","","","","","ACCOUNTANT","7","6","7","6","","ACCOUNTANT"
"acquire","acquire","H_01_034","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/4EB8q_Ms2GU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","5.250","1.295","0.676","28","0","5.286","1.383","0.710","14","0.00","","","2.350","1.755","-0.570","20","","2.134","Verb","367.00","1235.00","868.00","1869.00","","","","","","","","","Arbitrary","0","0","0","1","8","1","m","Flat","1","NA","NA","Open","1","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","8","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","123","415","532","1215","1030","0","0","812","1790","2276","","","","","ACQUIRE","4","3","4","3","","ACQUIRE"
"act","act","B_02_038","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/KFScZThsE_o?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345537677"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.280","1.208","-0.214","25","0","4.286","0.914","-0.225","14","0.00","","","1.600","2.045","-0.539","30","","3.746","Verb","334.00","901.00","567.00","1468.00","1.48","1.06","31","-0.73","1.50","1.10","22","-0.70","Arbitrary","0","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","SymmetricalOrAlternating","Circular","Body","TorsoTop","TorsoTop","1","a","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","256","87","21","208","156","0","0","1215","1694","0","0","0","1790","2276","4","1","0","-0.20","ACT","5","8","5","8","","ACT"
"action","action","C_01_026","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/x-7Vhj7Yub0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345577398"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.533","1.383","0.075","30","0","4.944","1.110","0.218","18","0.00","","","2.200","1.921","-0.336","30","","3.494","Noun","501.00","1168.00","667.00","1835.00","2.17","1.18","30","-0.38","2.14","1.11","21","-0.45","Arbitrary","0","0","0","1","c","0","imrp","Curved","0","0","0","Open","0","SymmetricalOrAlternating","Circular","Neutral","Neutral","Neutral","0","c","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","208","1222","579","2010","1215","1030","839","1391","1756","1790","2276","3","2","0","-0.18","ACTION","0","2","0","2","","ACTION"
"actor","actor","A_03_047","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/A9NW9vQeGxY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/344240685"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.440","1.635","0.230","25","0","4.533","1.407","0.330","15","0.00","","","1.524","2.153","-0.941","21","","3.128","Noun","300.00","1235.00","934.00","1602.00","1.55","0.93","31","-0.90","1.58","0.96","19","-0.83","Arbitrary","0","0","1","2","a","0","t","NA","NA","NA","NA","Open","NA","SymmetricalOrAlternating","Circular","Body","TorsoTop","BodyAway","1","a","0","open_b","1","imrp","FullyOpen","0","0","0","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","256","87","86","208","156","0","0","1215","1694","0","0","0","1790","2276","","","","","ACTOR","5","8","5","8","","ACTOR"
"add","add","E_02_030","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/eXoqAy_wQq8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/346058080"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","5.188","1.203","0.520","32","0","5.000","1.363","0.407","15","0.00","","","3.097","2.271","-0.333","31","","3.227","Verb","501.00","1235.00","734.00","1935.00","","","","","","","","","Arbitrary","0","0","0","1","flatspread_5","1","imrp","Flat","1","1","1","Open","1","DominanceViolation","Curved","Hand","HandAway","FingerUlnar","1","DominanceConditionViolation","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","63","682","96","6","634","1222","415","532","1509","1694","554","194","812","1790","2276","","","","","ADD","0","0","0","0","","ADD"
"addict","addict","H_02_073","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/2Zm6u6jjEEs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","4.250","1.378","0.101","28","0","4.571","1.222","0.279","14","0.00","1","1","2.391","1.158","-0.392","23","","2.438","Noun","534.00","1368.00","834.00","1902.00","","","","","","","","","Arbitrary","0","0","0","1","bent_1","1","i","Bent","0","NA","NA","Closed","0","OneHanded","Straight","Head","Mouth","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","126","0","1245","712","253","2010","1509","1694","0","0","1756","934","2276","","","","","ADDICT","9","2","9","2","addict","ADDICT"
"address","address","D_01_016","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ZRL0r6UEeeQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345803454"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.889","1.476","0.410","27","0","5.125","1.408","0.528","16","0.00","","","1.486","2.025","-0.728","37","","3.426","Noun","667.00","1568.00","901.00","2102.00","1.39","0.57","26","-0.87","1.44","0.62","18","-0.80","Arbitrary","1","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","SymmetricalOrAlternating","Straight","Body","TorsoMid","TorsoTop","1","a","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","256","15","21","1245","156","0","0","1509","1694","0","0","0","1790","2276","","","","","LIVEa","13","5","13","5","","LIVEa"
